4,-110,-110,-110,-87,-110,-110,-110,-85,-110,-110,-110,-110,-110,-110,-110,-110,-85,-110,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-110,-110,-110,-110,-110,-85,-110,-110,-63,-110,-110,-110,-110,-110,-110,-110,-110,-66,-110,-110,-110,-79,-110,-110,-110,-110,-110,-110,-110,-71,-110,-110,-110,-110,-110,-110,-87,-110,-110,-110,-110,-110,-84,-110,-110,-110,-110,-110,-110,-110,-31,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-85,-110,-110,-110,-110,-110,-110,-34,-110,-110,-110,-110,-110,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-110,-110,-110,-110,-110,-60,-110,-110,-110,-110,-110,-110,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-57,-110,-110,-110,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-110,-110,-110,-60,-110,-110,-110,-110,-110,-110,-110,0
7,-110,-110,-110,-87,-110,-110,-110,-85,-110,-110,-110,-110,-110,-110,-110,-110,-85,-110,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-110,-110,-110,-110,-110,-110,-85,-110,-110,-59,-110,-110,-110,-110,-110,-110,-110,-110,-66,-110,-110,-110,-69,-110,-110,-110,-110,-110,-110,-110,-71,-110,-110,-110,-110,-110,-110,-87,-110,-110,-110,-110,-110,-84,-110,-110,-110,-110,-110,-110,-110,-31,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-85,-110,-110,-110,-110,-110,-110,-34,-110,-110,-110,-110,-110,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-55,-110,-110,-110,-110,-110,-53,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-57,-110,-110,-110,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-110,-110,-110,-56,-110,-110,-110,-110,-110,-110,-110,0
35,-110,-110,-110,-110,-110,-110,-85,-110,-110,-110,-110,-110,-110,-110,-86,-110,-110,-87,-110,-84,-110,-110,-110,-110,-110,-82,-110,-110,-85,-110,-110,-110,-110,-110,-110,-78,-110,-110,-81,-110,-110,-110,-110,-110,-110,-110,-110,-84,-110,-110,-78,-87,-110,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-72,-110,-110,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-65,-110,-110,-110,-110,-110,-110,-72,-110,-76,-110,-110,-84,-110,-110,-87,-110,-110,-110,-110,-110,-110,-68,-81,-110,-110,-110,-110,-70,-110,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-77,-110,-83,-110,-110,-85,-110,-79,-110,-110,-110,-110,-110,-81,-85,-110,-110,-110,-110,-110,-91,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-78,-110,-82,-110,-110,-89,-110,-110,-110,-88,-110,-110,-78,-110,-110,-110,-110,-110,-110,-84,-110,-110,-110,-110,-110,1
58,-110,-70,-110,-79,-110,-110,-110,-60,-110,-110,-110,-110,-110,-90,-110,-110,-76,-60,-110,-110,-110,-80,-87,-75,-110,-77,-110,-110,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-82,-110,-70,-110,-110,-90,-110,-110,-110,-110,-110,-77,-77,-79,-110,-110,-110,-110,-110,-110,-65,-91,-110,-110,-110,-110,-110,-110,-110,-110,-86,-110,-88,-110,-110,-110,-77,-75,-110,-110,-110,-110,-64,-82,-110,-110,-110,-75,-110,-110,-110,-84,-110,-110,-110,-110,-110,-110,-90,-110,-110,-110,-110,-66,-110,-110,-110,-110,-72,-69,-110,-110,-110,-110,-110,-110,-56,-110,-110,-110,-110,-88,-110,-82,-110,-110,-110,-75,-110,-110,-110,-110,-110,-110,-81,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-71,-110,-110,-110,-110,-110,-85,-110,-110,-110,-89,-110,-110,-110,-110,-58,-110,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-78,-110,-56,-110,-110,-85,-110,-110,-64,-110,-110,-110,-110,-110,-110,3
106,-110,-110,-110,-65,-110,-110,-110,-70,-110,-110,-66,-110,-48,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-88,-110,-85,-110,-110,-110,-110,-110,-110,-110,-110,-87,-89,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-68,-110,-110,-84,-110,-78,-57,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-86,-71,-59,-50,-110,-55,-110,-110,-110,-110,-76,-86,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-110,-110,-110,-70,-87,-110,-110,-110,-110,-91,-110,-110,-110,-110,-71,-110,-110,-110,-87,-110,-110,-110,-72,-110,-85,-110,-110,-110,-110,-60,-110,-88,-56,-110,-110,-71,-110,-80,-110,-110,-66,-110,-110,-110,-73,-110,-110,-110,-110,-110,-70,-110,-110,-110,-66,-110,-86,-110,-110,-110,-50,-110,-110,-68,-110,-110,-110,-110,-110,-110,-110,-110,-86,-110,-110,-110,-110,-110,-110,-110,-110,-88,-87,-44,-66,-110,-110,-110,-110,-110,-61,-110,-110,-110,-110,-110,-110,5
159,-110,-110,-110,-75,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-83,-85,-110,-110,-86,-110,-110,-110,-85,-110,-83,-82,-110,-110,-83,-110,-110,-110,-110,-110,-110,-83,-110,-67,-110,-110,-110,-110,-110,-110,-86,-110,-110,-110,-110,-63,-110,-110,-110,-77,-110,-110,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-110,-110,-66,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-81,-87,-110,-81,-110,-110,-110,-110,-110,-74,-24,-110,-110,-110,-110,-110,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-82,-110,-87,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-81,-110,-86,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-71,-110,-110,-110,-110,-110,-110,-88,-63,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-88,-91,-110,-110,-110,-63,-110,-110,-110,-110,-110,-110,-110,1
177,-110,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-110,-110,-110,-110,-110,-84,-65,-110,-110,-110,-76,-110,-110,-110,-110,-110,-78,-110,-81,-110,-78,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-79,-78,-69,-110,-110,-110,-110,-110,-110,-71,-87,-110,-110,-110,-62,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-62,-110,-110,-110,-110,-110,-78,-110,-110,-110,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-68,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-72,-110,-110,-110,-110,-110,-63,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-90,-110,-110,-110,-110,-43,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-110,2
197,-110,-76,-110,-74,-86,-110,-84,-65,-110,-110,-62,-110,-110,-110,-110,-110,-110,-56,-110,-87,-110,-110,-110,-69,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-67,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-68,-83,-110,-75,-110,-110,-110,-110,-110,-110,-66,-86,-110,-110,-110,-86,-110,-110,-110,-110,-110,-110,-80,-110,-79,-110,-86,-63,-110,-110,-110,-110,-72,-71,-110,-110,-110,-75,-110,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-67,-67,-110,-110,-110,-73,-73,-110,-110,-110,-85,-110,-110,-110,-110,-110,-110,-110,-88,-110,-79,-87,-110,-110,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-110,-66,-110,-110,-110,-110,-110,-87,-110,-110,-110,-86,-110,-110,-110,-110,-55,-110,-110,-87,-110,-110,-80,-81,-110,-110,-110,-110,-85,-69,-110,-110,-110,-110,-110,-110,-110,-70,-110,-71,-110,-110,-110,-82,3
224,-110,-110,-110,-35,-110,-110,-110,-51,-110,-110,-51,-110,-110,-110,-110,-110,-110,-65,-110,-110,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-68,-110,-110,-110,-71,-110,-87,-110,-110,-110,-68,-110,-110,-77,-110,-58,-110,-110,-110,-110,-50,-110,-110,-110,-110,-110,-81,-110,-110,-63,-60,-110,-110,-110,-110,-110,-64,-110,-110,-110,-58,-110,-53,-110,-110,-110,-110,-56,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-80,-110,-48,-56,-110,-110,-110,-83,-77,-110,-110,-110,-110,-110,-110,-79,-110,-87,-80,-110,-110,-110,-75,-110,-110,-110,-58,-110,-110,-110,-110,-110,-110,-39,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-67,-110,-89,-110,-81,-110,-110,-110,-110,-59,-110,-88,-110,-72,-110,-66,-110,-110,-110,-64,-110,-80,-110,-72,-110,-110,-110,-110,-110,-110,-110,-67,-75,-110,-73,-110,-110,-110,-110,-110,-82,-83,-110,-110,-110,-82,-110,-51,-110,-57,-110,-67,-110,-110,-110,-110,4
249,-110,-110,-110,-55,-110,-110,-110,-110,-82,-110,-59,-110,-64,-110,-110,-110,-110,-110,-110,-110,-110,-85,-110,-110,-110,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-75,-110,-110,-110,-63,-110,-110,-110,-110,-110,-110,-110,-110,-68,-110,-61,-110,-110,-110,-110,-55,-110,-110,-110,-110,-81,-110,-110,-110,-75,-110,-81,-110,-110,-110,-110,-110,-88,-110,-63,-36,-110,-110,-110,-110,-110,-110,-76,-110,-110,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-83,-89,-110,-110,-56,-110,-110,-110,-72,-110,-72,-110,-110,-110,-89,-86,-110,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-58,-110,-110,-110,-110,-110,-110,-110,-56,-110,-110,-110,-57,-110,-110,-110,-110,-110,-59,-110,-110,-110,-66,-110,-110,-110,-110,-110,-110,-79,-110,-69,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-86,-89,-110,-110,-110,-110,-76,-110,-57,-110,-110,-110,-110,-83,-110,-58,-110,-110,-110,-110,-110,-110,5
