Building,Room,Location_x,Location_y,SSID,BSSID,Frequency,Level
ee,420,666,777,bc:46:99:61:5b:78,2412,-54
ee,420,666,777,9c:50:ee:3f:9e:e1,2432,-58
ee,420,666,777,90:72:40:16:ca:00,2462,-81
ee,420,666,777,80:89:17:e8:e7:f8,2462,-69
ee,420,666,777,b0:75:d5:5f:d4:57,2412,-53
ee,420,666,777,b0:75:d5:80:5c:8c,2462,-71
ee,420,666,777,38:46:08:c9:87:0c,2437,-76
ee,420,666,777,b0:75:d5:5f:d4:3b,2412,-81
ee,420,666,777,9c:50:ee:3f:90:61,2432,-73
ee,420,666,777,9c:50:ee:3f:91:21,2412,-58
ee,420,666,777,9c:50:ee:3f:95:a0,2432,-78
ee,420,666,777,9c:50:ee:3f:92:a1,2452,-57
ee,420,666,777,9c:50:ee:3f:71:e1,2452,-72
ee,420,666,777,9c:50:ee:30:46:21,2412,-73
ee,420,666,777,9c:50:ee:3f:9e:61,2452,-75
ee,420,666,777,9c:50:ee:3f:98:c0,2452,-71
ee,420,666,777,9c:50:ee:3f:92:81,2472,-36
ee,420,666,777,9c:50:ee:3f:91:c1,2412,-68
ee,420,666,777,cc:34:29:6d:f3:56,2462,-62
ee,420,666,777,8c:f2:28:27:62:84,2467,-78
ee,420,666,777,00:1e:a8:08:bc:a3,2437,-88
ee,420,666,777,9c:50:ee:3f:9e:e0,2432,-61
ee,420,666,777,9c:50:ee:3f:91:20,2412,-59
ee,420,666,777,9c:50:ee:30:46:20,2412,-74
ee,420,666,777,ac:4e:91:61:1f:c1,2432,-68
ee,420,666,777,9c:50:ee:30:45:21,2452,-87
ee,420,666,777,9c:50:ee:3f:71:e0,2452,-70
ee,420,666,777,ac:4e:91:61:21:80,2472,-82
ee,420,666,777,bc:46:99:61:5b:78,2412,-62
ee,420,666,777,9c:50:ee:3f:9e:e1,2432,-58
ee,420,666,777,90:72:40:16:ca:00,2462,-81
ee,420,666,777,80:89:17:e8:e7:f8,2462,-69
