310,-110,-110,-110,-110,-110,-110,-84,-110,-110,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-85,-110,-85,-110,-110,-110,-83,-110,-110,-86,-110,-110,-110,-110,-110,-110,-82,-110,-110,-77,-110,-78,-110,-110,-110,-110,-110,-110,-79,-110,-110,-71,-82,-110,-110,-110,-110,-110,-110,-110,-86,-110,-110,-110,-74,-110,-81,-110,-110,-110,-110,-110,-110,-83,-110,-110,-110,-110,-110,-110,-110,-61,-110,-110,-90,-91,-110,-110,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-110,-110,-110,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-90,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-110,-110,-110,-110,-89,-110,-110,-110,-110,-110,-110,-85,-110,-110,-110,-110,-82,-110,-110,-110,-110,-110,-110,-110,1,0.517029297
1814,-110,-85,-110,-32,-110,-110,-110,-65,-110,-110,-66,-110,-110,-110,-110,-110,-86,-74,-110,-82,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-110,-110,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-110,-48,-110,-110,-110,-88,-82,-110,-110,-110,-56,-110,-110,-110,-110,-110,-110,-67,-110,-110,-110,-110,-110,-55,-110,-110,-110,-110,-64,-110,-67,-110,-110,-110,-110,-110,-110,-110,-110,-86,-110,-110,-76,-88,-62,-53,-79,-110,-110,-69,-67,-110,-110,-110,-110,-110,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-60,-110,-110,-87,-110,-110,-110,-40,-110,-89,-110,-110,-110,-110,-110,-110,-65,-110,-110,-76,-110,-110,-110,-110,-110,-110,-89,-110,-55,-110,-110,-110,-72,-110,-110,-110,-110,-110,-110,-110,-83,-110,-88,-110,-88,-110,-110,-58,-110,-110,-87,-78,-110,-110,-84,-110,-110,-82,-110,-110,-62,-110,-60,-88,-110,-110,-55,-110,-54,-110,-64,-110,-110,-110,-110,4,0.947307808
1644,-110,-110,-110,-61,-110,-110,-110,-60,-110,-110,-64,-110,-57,-110,-110,-110,-110,-110,-110,-110,-76,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-87,-110,-110,-78,-110,-110,-110,-51,-110,-110,-110,-110,-110,-110,-110,-110,-71,-73,-59,-110,-110,-86,-110,-52,-110,-110,-86,-110,-85,-60,-110,-110,-81,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-37,-110,-58,-110,-110,-110,-110,-71,-110,-110,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-59,-110,-110,-110,-110,-87,-84,-110,-110,-110,-110,-110,-110,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-110,-110,-110,-110,-110,-110,-57,-110,-110,-56,-110,-110,-65,-110,-80,-78,-110,-55,-110,-110,-110,-69,-78,-110,-110,-110,-110,-60,-110,-110,-110,-75,-110,-110,-110,-110,-110,-32,-85,-110,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-86,-88,-53,-62,-110,-110,-110,-83,-110,-56,-110,-110,-110,-110,-110,-110,5,0.476815004
939,-110,-110,-110,-53,-110,-110,-110,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-66,-110,-110,-75,-83,-110,-110,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-110,-110,-110,-110,-110,-110,-110,-110,-77,-81,-65,-110,-110,-110,-110,-53,-110,-110,-110,-110,-110,-64,-110,-110,-58,-76,-110,-110,-110,-110,-110,-64,-110,-77,-110,-49,-110,-63,-83,-110,-110,-110,-59,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-87,-77,-110,-110,-61,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-65,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-75,-110,-110,-110,-110,-90,-62,-110,-110,-110,-110,-110,-62,-110,-110,-110,-67,-110,-110,-110,-110,-110,-66,-110,-110,-110,-110,-110,-85,-110,-110,-110,-110,-110,-110,-89,-110,-62,-110,-110,-110,-110,-110,-110,-70,-60,-63,-110,-83,-110,-110,-110,-56,-110,-110,-110,-110,-110,-110,5,0.140822036
2824,-110,-110,-110,-86,-110,-110,-86,-75,-110,-110,-63,-110,-110,-90,-110,-110,-110,-56,-87,-110,-110,-80,-110,-70,-70,-82,-110,-110,-110,-110,-110,-110,-110,-110,-69,-78,-110,-110,-110,-110,-110,-89,-82,-110,-110,-110,-110,-110,-71,-90,-110,-82,-110,-110,-110,-110,-110,-88,-61,-90,-110,-110,-89,-87,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-81,-79,-110,-110,-110,-110,-75,-110,-110,-110,-110,-77,-110,-68,-110,-86,-86,-110,-82,-110,-110,-110,-110,-110,-110,-110,-84,-69,-110,-110,-110,-110,-73,-110,-64,-110,-89,-91,-110,-110,-110,-110,-110,-110,-110,-88,-110,-110,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-83,-110,-110,-110,-110,-110,-110,-110,-86,-87,-110,-110,-110,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-89,-110,-63,-110,-84,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-67,-110,-55,-83,-110,-89,-110,-110,-67,-110,-72,-110,-110,-110,-110,3,0.960777204
159,-110,-110,-110,-75,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-83,-85,-110,-110,-86,-110,-110,-110,-85,-110,-83,-82,-110,-110,-83,-110,-110,-110,-110,-110,-110,-83,-110,-67,-110,-110,-110,-110,-110,-110,-86,-110,-110,-110,-110,-63,-110,-110,-110,-77,-110,-110,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-110,-110,-66,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-81,-87,-110,-81,-110,-110,-110,-110,-110,-74,-24,-110,-110,-110,-110,-110,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-82,-110,-87,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-81,-110,-86,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-71,-110,-110,-110,-110,-110,-110,-88,-63,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-88,-91,-110,-110,-110,-63,-110,-110,-110,-110,-110,-110,-110,1,0.662664356
1253,-110,-110,-110,-76,-110,-110,-90,-62,-110,-110,-62,-110,-110,-110,-110,-110,-110,-46,-110,-110,-110,-110,-110,-72,-74,-110,-110,-110,-110,-87,-110,-110,-110,-110,-72,-110,-89,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-110,-69,-89,-85,-74,-110,-110,-110,-110,-110,-110,-54,-88,-110,-110,-110,-83,-110,-110,-110,-84,-110,-110,-78,-110,-110,-110,-81,-68,-110,-110,-110,-110,-110,-85,-110,-110,-110,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-81,-110,-110,-71,-65,-70,-90,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-110,-82,-110,-110,-110,-110,-110,-110,-84,-110,-110,-110,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-110,-86,-110,-110,-110,-90,-89,-77,-110,-110,-110,-91,-110,-84,-87,-110,-110,-87,-110,-110,-110,-110,-63,-110,-110,-82,-79,-110,-110,-110,-110,-110,-83,-110,-87,-61,-110,-54,-87,-110,-110,-110,-89,-62,-110,-66,-110,-110,-110,-110,3,0.710329474
2923,-110,-84,-110,-35,-110,-110,-110,-58,-110,-110,-57,-110,-110,-110,-110,-110,-110,-85,-110,-110,-110,-110,-110,-110,-86,-110,-110,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-57,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-56,-110,-110,-110,-110,-47,-110,-110,-110,-110,-78,-110,-110,-110,-57,-60,-110,-110,-110,-110,-110,-70,-85,-81,-110,-110,-110,-59,-110,-110,-110,-110,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-55,-66,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-54,-110,-110,-110,-110,-110,-110,-37,-110,-110,-79,-110,-110,-76,-110,-110,-110,-110,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-67,-110,-110,-110,-110,-110,-62,-63,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-87,-78,-110,-56,-110,-86,-110,-110,-110,-58,-110,-110,-110,-110,-110,-110,4,0.482521789
1347,-110,-110,-110,-87,-110,-110,-110,-73,-110,-110,-57,-110,-110,-110,-110,-110,-110,-82,-110,-110,-78,-110,-110,-84,-48,-110,-110,-110,-76,-110,-110,-110,-110,-110,-67,-110,-110,-110,-70,-110,-110,-110,-68,-110,-110,-110,-110,-72,-110,-110,-71,-73,-82,-110,-110,-110,-110,-110,-67,-70,-110,-110,-110,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-58,-110,-58,-110,-110,-65,-78,-110,-110,-110,-77,-110,-79,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-110,-110,-64,-110,-110,-110,-110,-75,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-69,-110,-110,-110,-110,-110,-110,-65,-110,-110,-57,-110,-110,-110,-110,-110,-110,-110,-110,-66,-110,-110,-61,-110,-110,-70,-110,-110,-110,-110,-110,-110,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-110,-110,-59,-110,-110,-110,-110,-110,-110,-110,-110,-110,-80,-50,-110,-110,-110,-110,-82,-74,-77,-110,-71,-110,-110,-110,-110,6,0.444624552
2386,-110,-74,-110,-110,-110,-110,-110,-71,-110,-110,-60,-110,-110,-110,-110,-110,-110,-61,-110,-110,-110,-110,-110,-110,-65,-79,-110,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-78,-110,-88,-110,-110,-110,-110,-110,-110,-110,-75,-110,-110,-84,-110,-110,-110,-110,-110,-110,-66,-110,-110,-110,-110,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-70,-110,-110,-81,-110,-66,-74,-110,-110,-110,-63,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-87,-73,-110,-110,-110,-65,-67,-110,-110,-110,-110,-74,-81,-110,-110,-110,-110,-110,-75,-110,-110,-110,-79,-87,-110,-77,-89,-110,-110,-73,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-110,-110,-110,-110,-110,-82,-110,-110,-110,-86,-110,-110,-110,-110,-75,-110,-110,-110,-110,-110,-86,-89,-110,-110,-86,-110,-110,-70,-110,-110,-110,-110,-110,-110,-110,-68,-110,-70,-110,-110,-110,-110,2,0.245304719
